Unnamed: 0,filename,datetime,burst,burst_type,initial_mse,link,split,spectrogram_f,spectrogram_t
1906,FITfiles/2024-02-02/Beelink1_20240202_163000_01.fit,2024-02-02 16:30:00,0,0,, ,train,190.0,810.0
1935,FITfiles/2024-02-02/Beelink1_20240202_171900_01.fit,2024-02-02 17:19:00,0,0,, ,train,190.0,2625.0
1908,FITfiles/2024-02-02/Beelink1_20240202_173000_59.fit,2024-02-02 17:30:00,0,0,, ,test,190.0,3600.0
1917,FITfiles/2024-02-02/Beelink1_20240202_174500_59.fit,2024-02-02 17:45:00,0,0,, ,train,190.0,3600.0
1905,FITfiles/2024-02-02/Beelink1_20240202_180000_59.fit,2024-02-02 18:00:00,0,0,, ,test,190.0,3600.0
1904,FITfiles/2024-02-02/Beelink1_20240202_181500_59.fit,2024-02-02 18:15:00,0,0,, ,test,190.0,3590.0
1907,FITfiles/2024-02-02/Beelink1_20240202_191300_01.fit,2024-02-02 19:13:00,0,0,, ,test,190.0,3600.0
1902,FITfiles/2024-02-02/Beelink1_20240202_192804_01.fit,2024-02-02 19:28:04,0,0,, ,train,190.0,455.0
7713,FITfiles/2024-02-04/Beelink1_20240204_164300_01.fit,2024-02-04 16:43:00,0,0,, ,train,190.0,3600.0
7692,FITfiles/2024-02-04/Beelink1_20240204_165800_01.fit,2024-02-04 16:58:00,0,0,, ,test,190.0,3600.0
7560,FITfiles/2024-02-04/Beelink1_20240204_171300_01.fit,2024-02-04 17:13:00,0,0,, ,test,190.0,718.0
7685,FITfiles/2024-02-04/Beelink1_20240204_173000_59.fit,2024-02-04 17:30:00,0,0,, ,train,190.0,2836.0
2400,FITfiles/2024-03-09/Beelink1_20240309_115500_01.fit,2024-03-09 11:55:00,0,0,, ,train,190.0,3600.0
2389,FITfiles/2024-03-09/Beelink1_20240309_121000_01.fit,2024-03-09 12:10:00,0,0,, ,train,190.0,2146.0
2395,FITfiles/2024-03-09/Beelink1_20240309_122000_01.fit,2024-03-09 12:20:00,0,0,, ,valid,190.0,271.0
2393,FITfiles/2024-03-09/Beelink1_20240309_122202_01.fit,2024-03-09 12:22:02,0,0,, ,train,190.0,233.0
2399,FITfiles/2024-03-09/Beelink1_20240309_122315_01.fit,2024-03-09 12:23:15,0,0,, ,test,190.0,1614.0
2391,FITfiles/2024-03-09/Beelink1_20240309_123000_59.fit,2024-03-09 12:30:00,0,0,, ,train,190.0,3600.0
2390,FITfiles/2024-03-09/Beelink1_20240309_124500_59.fit,2024-03-09 12:45:00,0,0,, ,train,190.0,3600.0
2392,FITfiles/2024-03-09/Beelink1_20240309_130000_59.fit,2024-03-09 13:00:00,0,0,, ,train,190.0,3600.0
2397,FITfiles/2024-03-09/Beelink1_20240309_131459_59.fit,2024-03-09 13:14:59,0,0,, ,valid,190.0,3600.0
2394,FITfiles/2024-03-09/Beelink1_20240309_132959_59.fit,2024-03-09 13:29:59,0,0,, ,train,190.0,3600.0
2378,FITfiles/2024-03-09/Beelink1_20240309_134459_59.fit,2024-03-09 13:44:59,0,0,, ,valid,190.0,360.0
2385,FITfiles/2024-03-09/Beelink1_20240309_134800_01.fit,2024-03-09 13:48:00,0,0,, ,train,190.0,3600.0
2388,FITfiles/2024-03-09/Beelink1_20240309_140300_01.fit,2024-03-09 14:03:00,0,0,, ,test,190.0,3600.0
2384,FITfiles/2024-03-09/Beelink1_20240309_141800_01.fit,2024-03-09 14:18:00,0,0,, ,train,190.0,2871.0
2382,FITfiles/2024-03-09/Beelink1_20240309_143000_59.fit,2024-03-09 14:30:00,0,0,, ,train,190.0,3600.0
2383,FITfiles/2024-03-09/Beelink1_20240309_144500_59.fit,2024-03-09 14:45:00,0,0,, ,valid,190.0,3600.0
2380,FITfiles/2024-03-09/Beelink1_20240309_150000_59.fit,2024-03-09 15:00:00,0,0,, ,train,190.0,3600.0
2377,FITfiles/2024-03-09/Beelink1_20240309_151500_59.fit,2024-03-09 15:15:00,0,0,, ,test,190.0,3600.0
2386,FITfiles/2024-03-09/Beelink1_20240309_153000_59.fit,2024-03-09 15:30:00,0,0,, ,train,190.0,3600.0
2363,FITfiles/2024-03-09/Beelink1_20240309_154500_59.fit,2024-03-09 15:45:00,0,0,, ,train,190.0,3600.0
2387,FITfiles/2024-03-09/Beelink1_20240309_155959_59.fit,2024-03-09 15:59:59,0,0,, ,valid,190.0,3600.0
2379,FITfiles/2024-03-09/Beelink1_20240309_161459_59.fit,2024-03-09 16:14:59,0,0,, ,train,190.0,3594.0
2372,FITfiles/2024-03-09/Beelink1_20240309_163000_59.fit,2024-03-09 16:30:00,0,0,, ,train,190.0,3600.0
2374,FITfiles/2024-03-09/Beelink1_20240309_164500_59.fit,2024-03-09 16:45:00,0,0,, ,train,190.0,3600.0
2369,FITfiles/2024-03-09/Beelink1_20240309_170000_59.fit,2024-03-09 17:00:00,0,0,, ,train,190.0,3600.0
2368,FITfiles/2024-03-09/Beelink1_20240309_171500_59.fit,2024-03-09 17:15:00,0,0,, ,train,190.0,3600.0
2362,FITfiles/2024-03-09/Beelink1_20240309_173000_59.fit,2024-03-09 17:30:00,0,0,, ,valid,190.0,3600.0
2396,FITfiles/2024-03-09/Beelink1_20240309_174500_59.fit,2024-03-09 17:45:00,0,0,, ,test,190.0,3600.0
2370,FITfiles/2024-03-09/Beelink1_20240309_180000_59.fit,2024-03-09 18:00:00,0,0,, ,valid,190.0,3600.0
2361,FITfiles/2024-03-09/Beelink1_20240309_181500_59.fit,2024-03-09 18:15:00,0,0,, ,valid,190.0,3594.0
2375,FITfiles/2024-03-09/Beelink1_20240309_183000_59.fit,2024-03-09 18:30:00,0,0,, ,train,190.0,3600.0
2373,FITfiles/2024-03-09/Beelink1_20240309_184500_59.fit,2024-03-09 18:45:00,0,0,, ,train,190.0,3600.0
2365,FITfiles/2024-03-09/Beelink1_20240309_190000_59.fit,2024-03-09 19:00:00,0,0,, ,train,190.0,3600.0
2371,FITfiles/2024-03-09/Beelink1_20240309_191500_59.fit,2024-03-09 19:15:00,0,0,, ,train,190.0,3600.0
2367,FITfiles/2024-03-09/Beelink1_20240309_193000_59.fit,2024-03-09 19:30:00,0,0,, ,train,190.0,3600.0
2376,FITfiles/2024-03-09/Beelink1_20240309_194500_59.fit,2024-03-09 19:45:00,0,0,, ,train,190.0,3600.0
2359,FITfiles/2024-03-09/Beelink1_20240309_200000_59.fit,2024-03-09 20:00:00,0,0,, ,test,190.0,3600.0
2381,FITfiles/2024-03-09/Beelink1_20240309_201500_59.fit,2024-03-09 20:15:00,0,0,, ,train,190.0,3593.0
2401,FITfiles/2024-03-09/Beelink1_20240309_203000_59.fit,2024-03-09 20:30:00,0,0,, ,train,190.0,3600.0
2518,FITfiles/2024-03-09/Beelink1_20240309_204500_59.fit,2024-03-09 20:45:00,0,0,, ,train,190.0,3591.0
3764,FITfiles/2024-03-10/Beelink1_20240310_063000_59.fit,2024-03-10 06:30:00,0,0,, ,train,190.0,3600.0
3758,FITfiles/2024-03-10/Beelink1_20240310_064500_59.fit,2024-03-10 06:45:00,0,0,, ,train,190.0,3600.0
3773,FITfiles/2024-03-10/Beelink1_20240310_070000_59.fit,2024-03-10 07:00:00,0,0,, ,train,190.0,3600.0
3752,FITfiles/2024-03-10/Beelink1_20240310_071500_59.fit,2024-03-10 07:15:00,0,0,, ,train,190.0,3600.0
3755,FITfiles/2024-03-10/Beelink1_20240310_073000_59.fit,2024-03-10 07:30:00,0,0,, ,train,190.0,3600.0
3781,FITfiles/2024-03-10/Beelink1_20240310_074500_59.fit,2024-03-10 07:45:00,0,0,, ,train,190.0,3600.0
3756,FITfiles/2024-03-10/Beelink1_20240310_080000_59.fit,2024-03-10 08:00:00,0,0,, ,train,190.0,3600.0
3750,FITfiles/2024-03-10/Beelink1_20240310_081500_59.fit,2024-03-10 08:15:00,0,0,, ,valid,190.0,3593.0
3745,FITfiles/2024-03-10/Beelink1_20240310_083000_59.fit,2024-03-10 08:30:00,0,0,, ,valid,190.0,3600.0
3746,FITfiles/2024-03-10/Beelink1_20240310_084500_59.fit,2024-03-10 08:45:00,0,0,, ,valid,190.0,3600.0
3760,FITfiles/2024-03-10/Beelink1_20240310_090000_59.fit,2024-03-10 09:00:00,0,0,, ,train,190.0,3600.0
3754,FITfiles/2024-03-10/Beelink1_20240310_091500_59.fit,2024-03-10 09:15:00,0,0,, ,train,190.0,3600.0
3739,FITfiles/2024-03-10/Beelink1_20240310_093000_59.fit,2024-03-10 09:30:00,0,0,, ,train,190.0,3600.0
3753,FITfiles/2024-03-10/Beelink1_20240310_094500_59.fit,2024-03-10 09:45:00,0,0,, ,valid,190.0,3600.0
3757,FITfiles/2024-03-10/Beelink1_20240310_100000_59.fit,2024-03-10 10:00:00,0,0,, ,train,190.0,3600.0
3742,FITfiles/2024-03-10/Beelink1_20240310_101500_59.fit,2024-03-10 10:15:00,0,0,, ,valid,190.0,3600.0
3735,FITfiles/2024-03-10/Beelink1_20240310_103000_59.fit,2024-03-10 10:30:00,0,0,, ,valid,190.0,3600.0
3736,FITfiles/2024-03-10/Beelink1_20240310_104459_59.fit,2024-03-10 10:44:59,0,0,, ,test,190.0,3600.0
3734,FITfiles/2024-03-10/Beelink1_20240310_105959_59.fit,2024-03-10 10:59:59,0,0,, ,test,190.0,3600.0
3737,FITfiles/2024-03-10/Beelink1_20240310_111459_59.fit,2024-03-10 11:14:59,0,0,, ,train,190.0,3600.0
3747,FITfiles/2024-03-10/Beelink1_20240310_112959_59(1).fit,2024-03-10 11:29:59,0,0,, ,train,190.0,3600.0
3740,FITfiles/2024-03-10/Beelink1_20240310_112959_59.fit,2024-03-10 11:29:59,0,0,, ,train,190.0,3600.0
3731,FITfiles/2024-03-10/Beelink1_20240310_114459_59.fit,2024-03-10 11:44:59,0,0,, ,train,190.0,3600.0
3738,FITfiles/2024-03-10/Beelink1_20240310_115959_59.fit,2024-03-10 11:59:59,0,0,, ,train,190.0,3600.0
3743,FITfiles/2024-03-10/Beelink1_20240310_121459_59.fit,2024-03-10 12:14:59,0,0,, ,train,190.0,3595.0
3761,FITfiles/2024-03-10/Beelink1_20240310_123000_59.fit,2024-03-10 12:30:00,0,0,, ,train,190.0,3600.0
3732,FITfiles/2024-03-10/Beelink1_20240310_124500_59.fit,2024-03-10 12:45:00,0,0,, ,train,190.0,3600.0
3729,FITfiles/2024-03-10/Beelink1_20240310_130000_59.fit,2024-03-10 13:00:00,0,0,, ,train,190.0,3600.0
3744,FITfiles/2024-03-10/Beelink1_20240310_131500_59.fit,2024-03-10 13:15:00,0,0,, ,test,190.0,3600.0
3725,FITfiles/2024-03-10/Beelink1_20240310_133000_59.fit,2024-03-10 13:30:00,0,0,, ,train,190.0,3600.0
3723,FITfiles/2024-03-10/Beelink1_20240310_134500_59.fit,2024-03-10 13:45:00,0,0,, ,train,190.0,3600.0
3724,FITfiles/2024-03-10/Beelink1_20240310_140000_59.fit,2024-03-10 14:00:00,0,0,, ,train,190.0,3600.0
3727,FITfiles/2024-03-10/Beelink1_20240310_141500_59.fit,2024-03-10 14:15:00,0,0,, ,valid,190.0,3592.0
3751,FITfiles/2024-03-10/Beelink1_20240310_143000_59.fit,2024-03-10 14:30:00,0,0,, ,test,190.0,3600.0
3749,FITfiles/2024-03-10/Beelink1_20240310_144500_59.fit,2024-03-10 14:45:00,0,0,, ,valid,190.0,3600.0
3741,FITfiles/2024-03-10/Beelink1_20240310_150000_59.fit,2024-03-10 15:00:00,0,0,, ,valid,190.0,3600.0
3726,FITfiles/2024-03-10/Beelink1_20240310_151500_59.fit,2024-03-10 15:15:00,0,0,, ,train,190.0,3600.0
3733,FITfiles/2024-03-10/Beelink1_20240310_153000_59.fit,2024-03-10 15:30:00,0,0,, ,test,190.0,3600.0
3728,FITfiles/2024-03-10/Beelink1_20240310_154500_59.fit,2024-03-10 15:45:00,0,0,, ,valid,190.0,3600.0
3721,FITfiles/2024-03-10/Beelink1_20240310_160000_59.fit,2024-03-10 16:00:00,0,0,, ,train,190.0,3600.0
3748,FITfiles/2024-03-10/Beelink1_20240310_161500_59.fit,2024-03-10 16:15:00,0,0,, ,valid,190.0,3592.0
3722,FITfiles/2024-03-10/Beelink1_20240310_163000_59.fit,2024-03-10 16:30:00,0,0,, ,train,190.0,3600.0
3716,FITfiles/2024-03-10/Beelink1_20240310_164500_59.fit,2024-03-10 16:45:00,0,0,, ,train,190.0,3600.0
3713,FITfiles/2024-03-10/Beelink1_20240310_170000_59.fit,2024-03-10 17:00:00,0,0,, ,train,190.0,3600.0
3718,FITfiles/2024-03-10/Beelink1_20240310_171500_59.fit,2024-03-10 17:15:00,0,0,, ,train,190.0,3600.0
3717,FITfiles/2024-03-10/Beelink1_20240310_173000_59.fit,2024-03-10 17:30:00,0,0,, ,train,190.0,3600.0
3719,FITfiles/2024-03-10/Beelink1_20240310_174500_59.fit,2024-03-10 17:45:00,0,0,, ,train,190.0,3600.0
3730,FITfiles/2024-03-10/Beelink1_20240310_180000_59.fit,2024-03-10 18:00:00,0,0,, ,train,190.0,3600.0
3715,FITfiles/2024-03-10/Beelink1_20240310_181500_59.fit,2024-03-10 18:15:00,0,0,, ,valid,190.0,3592.0
3712,FITfiles/2024-03-10/Beelink1_20240310_183000_59.fit,2024-03-10 18:30:00,0,0,, ,test,190.0,3600.0
3720,FITfiles/2024-03-10/Beelink1_20240310_184500_59.fit,2024-03-10 18:45:00,1,3,, ,train,190.0,3600.0
3710,FITfiles/2024-03-10/Beelink1_20240310_190000_59.fit,2024-03-10 19:00:00,0,0,, ,train,190.0,3600.0
3714,FITfiles/2024-03-10/Beelink1_20240310_191500_59.fit,2024-03-10 19:15:00,0,0,, ,train,190.0,3600.0
3707,FITfiles/2024-03-10/Beelink1_20240310_193000_59.fit,2024-03-10 19:30:00,0,0,, ,valid,190.0,3600.0
3706,FITfiles/2024-03-10/Beelink1_20240310_194500_59.fit,2024-03-10 19:45:00,0,0,, ,train,190.0,3600.0
3711,FITfiles/2024-03-10/Beelink1_20240310_200000_59.fit,2024-03-10 20:00:00,0,0,, ,train,190.0,3600.0
3708,FITfiles/2024-03-10/Beelink1_20240310_201500_59.fit,2024-03-10 20:15:00,0,0,, ,train,190.0,3592.0
3705,FITfiles/2024-03-10/Beelink1_20240310_203000_59.fit,2024-03-10 20:30:00,0,0,, ,train,190.0,3600.0
3709,FITfiles/2024-03-10/Beelink1_20240310_204500_59.fit,2024-03-10 20:45:00,0,0,, ,train,190.0,3591.0
7472,FITfiles/2024-03-11/Beelink1_20240311_063000_59.fit,2024-03-11 06:30:00,0,0,, ,train,190.0,3600.0
7471,FITfiles/2024-03-11/Beelink1_20240311_064500_59.fit,2024-03-11 06:45:00,0,0,, ,valid,190.0,3600.0
7509,FITfiles/2024-03-11/Beelink1_20240311_070000_59.fit,2024-03-11 07:00:00,0,0,, ,train,190.0,3600.0
7482,FITfiles/2024-03-11/Beelink1_20240311_071500_59.fit,2024-03-11 07:15:00,0,0,, ,test,190.0,3600.0
7467,FITfiles/2024-03-11/Beelink1_20240311_073000_59.fit,2024-03-11 07:30:00,0,0,, ,train,190.0,3600.0
7473,FITfiles/2024-03-11/Beelink1_20240311_074500_59.fit,2024-03-11 07:45:00,0,0,, ,train,190.0,3600.0
7465,FITfiles/2024-03-11/Beelink1_20240311_080000_59.fit,2024-03-11 08:00:00,0,0,, ,train,190.0,3600.0
7459,FITfiles/2024-03-11/Beelink1_20240311_081500_59.fit,2024-03-11 08:15:00,0,0,, ,valid,190.0,3592.0
7460,FITfiles/2024-03-11/Beelink1_20240311_083000_59.fit,2024-03-11 08:30:00,0,0,, ,train,190.0,3600.0
7463,FITfiles/2024-03-11/Beelink1_20240311_084500_59.fit,2024-03-11 08:45:00,0,0,, ,train,190.0,3600.0
7457,FITfiles/2024-03-11/Beelink1_20240311_090000_59.fit,2024-03-11 09:00:00,0,0,, ,train,190.0,3600.0
7464,FITfiles/2024-03-11/Beelink1_20240311_091500_59.fit,2024-03-11 09:15:00,0,0,, ,train,190.0,3600.0
7453,FITfiles/2024-03-11/Beelink1_20240311_093000_59.fit,2024-03-11 09:30:00,0,0,, ,train,190.0,3600.0
7479,FITfiles/2024-03-11/Beelink1_20240311_094500_59.fit,2024-03-11 09:45:00,0,0,, ,train,190.0,3600.0
7488,FITfiles/2024-03-11/Beelink1_20240311_100000_59.fit,2024-03-11 10:00:00,0,0,, ,valid,190.0,3600.0
7448,FITfiles/2024-03-11/Beelink1_20240311_101500_59.fit,2024-03-11 10:15:00,0,0,, ,train,190.0,3600.0
7451,FITfiles/2024-03-11/Beelink1_20240311_102959_59.fit,2024-03-11 10:29:59,0,0,, ,train,190.0,3600.0
7456,FITfiles/2024-03-11/Beelink1_20240311_104459_59.fit,2024-03-11 10:44:59,0,0,, ,train,190.0,3600.0
7444,FITfiles/2024-03-11/Beelink1_20240311_105959_59.fit,2024-03-11 10:59:59,0,0,, ,train,190.0,3600.0
7454,FITfiles/2024-03-11/Beelink1_20240311_111459_59.fit,2024-03-11 11:14:59,0,0,, ,train,190.0,3600.0
7446,FITfiles/2024-03-11/Beelink1_20240311_112959_59.fit,2024-03-11 11:29:59,0,0,, ,valid,190.0,3600.0
7449,FITfiles/2024-03-11/Beelink1_20240311_114459_59.fit,2024-03-11 11:44:59,0,0,, ,train,190.0,3600.0
7443,FITfiles/2024-03-11/Beelink1_20240311_115959_59.fit,2024-03-11 11:59:59,0,0,, ,train,190.0,3600.0
7462,FITfiles/2024-03-11/Beelink1_20240311_121459_59.fit,2024-03-11 12:14:59,0,0,, ,train,190.0,3595.0
7439,FITfiles/2024-03-11/Beelink1_20240311_123000_59.fit,2024-03-11 12:30:00,0,0,, ,test,190.0,3600.0
7455,FITfiles/2024-03-11/Beelink1_20240311_124500_59.fit,2024-03-11 12:45:00,0,0,, ,train,190.0,3600.0
7442,FITfiles/2024-03-11/Beelink1_20240311_130000_59.fit,2024-03-11 13:00:00,0,0,, ,train,190.0,3600.0
7440,FITfiles/2024-03-11/Beelink1_20240311_131500_59.fit,2024-03-11 13:15:00,0,0,, ,train,190.0,3600.0
7434,FITfiles/2024-03-11/Beelink1_20240311_133000_59.fit,2024-03-11 13:30:00,0,0,, ,valid,190.0,3600.0
7438,FITfiles/2024-03-11/Beelink1_20240311_134500_59.fit,2024-03-11 13:45:00,0,0,, ,test,190.0,3600.0
7468,FITfiles/2024-03-11/Beelink1_20240311_140000_59.fit,2024-03-11 14:00:00,0,0,, ,train,190.0,3600.0
7437,FITfiles/2024-03-11/Beelink1_20240311_141500_59.fit,2024-03-11 14:15:00,0,0,, ,test,190.0,3592.0
7450,FITfiles/2024-03-11/Beelink1_20240311_143000_59.fit,2024-03-11 14:30:00,0,0,, ,valid,190.0,3600.0
7432,FITfiles/2024-03-11/Beelink1_20240311_144500_59.fit,2024-03-11 14:45:00,0,0,, ,train,190.0,3600.0
7436,FITfiles/2024-03-11/Beelink1_20240311_150000_59.fit,2024-03-11 15:00:00,0,0,, ,train,190.0,3600.0
7430,FITfiles/2024-03-11/Beelink1_20240311_151500_59.fit,2024-03-11 15:15:00,0,0,, ,test,190.0,3600.0
7429,FITfiles/2024-03-11/Beelink1_20240311_153000_59.fit,2024-03-11 15:30:00,0,0,, ,train,190.0,3600.0
7447,FITfiles/2024-03-11/Beelink1_20240311_154500_59.fit,2024-03-11 15:45:00,0,0,, ,valid,190.0,3600.0
7433,FITfiles/2024-03-11/Beelink1_20240311_160000_59.fit,2024-03-11 16:00:00,0,0,, ,train,190.0,3600.0
7424,FITfiles/2024-03-11/Beelink1_20240311_161500_59.fit,2024-03-11 16:15:00,0,0,, ,valid,190.0,3592.0
7426,FITfiles/2024-03-11/Beelink1_20240311_163000_59.fit,2024-03-11 16:30:00,0,0,, ,test,190.0,3600.0
7428,FITfiles/2024-03-11/Beelink1_20240311_164500_59.fit,2024-03-11 16:45:00,0,0,, ,test,190.0,3600.0
7419,FITfiles/2024-03-11/Beelink1_20240311_170000_59.fit,2024-03-11 17:00:00,0,0,, ,test,190.0,3600.0
7452,FITfiles/2024-03-11/Beelink1_20240311_171500_59.fit,2024-03-11 17:15:00,0,0,, ,test,190.0,3600.0
7435,FITfiles/2024-03-11/Beelink1_20240311_173000_59.fit,2024-03-11 17:30:00,0,0,, ,train,190.0,3600.0
7418,FITfiles/2024-03-11/Beelink1_20240311_174500_59.fit,2024-03-11 17:45:00,0,0,, ,valid,190.0,3600.0
7422,FITfiles/2024-03-11/Beelink1_20240311_180000_59.fit,2024-03-11 18:00:00,0,0,, ,valid,190.0,3600.0
7416,FITfiles/2024-03-11/Beelink1_20240311_181500_59.fit,2024-03-11 18:15:00,0,0,, ,train,190.0,3592.0
7431,FITfiles/2024-03-11/Beelink1_20240311_183000_59.fit,2024-03-11 18:30:00,0,0,, ,train,190.0,3600.0
7423,FITfiles/2024-03-11/Beelink1_20240311_184500_59.fit,2024-03-11 18:45:00,0,0,, ,train,190.0,3600.0
7417,FITfiles/2024-03-11/Beelink1_20240311_190000_59.fit,2024-03-11 19:00:00,0,0,, ,train,190.0,3600.0
7420,FITfiles/2024-03-11/Beelink1_20240311_191500_59.fit,2024-03-11 19:15:00,0,0,, ,train,190.0,3600.0
7425,FITfiles/2024-03-11/Beelink1_20240311_193000_59.fit,2024-03-11 19:30:00,0,0,, ,test,190.0,3600.0
7414,FITfiles/2024-03-11/Beelink1_20240311_194500_59.fit,2024-03-11 19:45:00,0,0,, ,train,190.0,3600.0
7415,FITfiles/2024-03-11/Beelink1_20240311_200000_59.fit,2024-03-11 20:00:00,0,0,, ,test,190.0,3600.0
7405,FITfiles/2024-03-11/Beelink1_20240311_201500_59.fit,2024-03-11 20:15:00,0,0,, ,train,190.0,3592.0
7402,FITfiles/2024-03-11/Beelink1_20240311_203000_59.fit,2024-03-11 20:30:00,0,0,, ,test,190.0,3600.0
7410,FITfiles/2024-03-11/Beelink1_20240311_204500_59.fit,2024-03-11 20:45:00,0,0,, ,train,190.0,3590.0
6075,FITfiles/2024-03-12/Beelink1_20240312_063000_59.fit,2024-03-12 06:30:00,0,0,, ,valid,190.0,3600.0
6086,FITfiles/2024-03-12/Beelink1_20240312_064500_59.fit,2024-03-12 06:45:00,0,0,, ,valid,190.0,3600.0
6074,FITfiles/2024-03-12/Beelink1_20240312_070000_59.fit,2024-03-12 07:00:00,0,0,, ,test,190.0,3600.0
6083,FITfiles/2024-03-12/Beelink1_20240312_071500_59.fit,2024-03-12 07:15:00,0,0,, ,valid,190.0,3600.0
6078,FITfiles/2024-03-12/Beelink1_20240312_073000_59.fit,2024-03-12 07:30:00,0,0,, ,train,190.0,3600.0
6082,FITfiles/2024-03-12/Beelink1_20240312_074500_59.fit,2024-03-12 07:45:00,0,0,, ,valid,190.0,3600.0
6084,FITfiles/2024-03-12/Beelink1_20240312_080000_59.fit,2024-03-12 08:00:00,0,0,, ,train,190.0,3600.0
6087,FITfiles/2024-03-12/Beelink1_20240312_081500_59.fit,2024-03-12 08:15:00,0,0,, ,train,190.0,3592.0
6080,FITfiles/2024-03-12/Beelink1_20240312_083000_59.fit,2024-03-12 08:30:00,0,0,, ,train,190.0,3600.0
6073,FITfiles/2024-03-12/Beelink1_20240312_084500_59.fit,2024-03-12 08:45:00,0,0,, ,train,190.0,3600.0
6079,FITfiles/2024-03-12/Beelink1_20240312_090000_59.fit,2024-03-12 09:00:00,0,0,, ,valid,190.0,3600.0
6081,FITfiles/2024-03-12/Beelink1_20240312_091500_59.fit,2024-03-12 09:15:00,0,0,, ,train,190.0,3600.0
6071,FITfiles/2024-03-12/Beelink1_20240312_093000_59.fit,2024-03-12 09:30:00,0,0,, ,test,190.0,3600.0
6068,FITfiles/2024-03-12/Beelink1_20240312_094500_59.fit,2024-03-12 09:45:00,0,0,, ,valid,190.0,3600.0
6085,FITfiles/2024-03-12/Beelink1_20240312_100000_59.fit,2024-03-12 10:00:00,0,0,, ,train,190.0,3600.0
6064,FITfiles/2024-03-12/Beelink1_20240312_101500_59.fit,2024-03-12 10:15:00,0,0,, ,train,190.0,3600.0
6070,FITfiles/2024-03-12/Beelink1_20240312_103000_59.fit,2024-03-12 10:30:00,0,0,, ,train,190.0,3600.0
6069,FITfiles/2024-03-12/Beelink1_20240312_104459_59.fit,2024-03-12 10:44:59,0,0,, ,train,190.0,3600.0
6077,FITfiles/2024-03-12/Beelink1_20240312_105959_59.fit,2024-03-12 10:59:59,0,0,, ,train,190.0,3600.0
6076,FITfiles/2024-03-12/Beelink1_20240312_111459_59.fit,2024-03-12 11:14:59,0,0,, ,train,190.0,3600.0
6072,FITfiles/2024-03-12/Beelink1_20240312_112959_59.fit,2024-03-12 11:29:59,0,0,, ,train,190.0,3600.0
6088,FITfiles/2024-03-12/Beelink1_20240312_114459_59.fit,2024-03-12 11:44:59,0,0,, ,test,190.0,3600.0
6062,FITfiles/2024-03-12/Beelink1_20240312_115959_59.fit,2024-03-12 11:59:59,0,0,, ,train,190.0,3600.0
6065,FITfiles/2024-03-12/Beelink1_20240312_121459_59.fit,2024-03-12 12:14:59,0,0,, ,train,190.0,3595.0
6058,FITfiles/2024-03-12/Beelink1_20240312_123000_59.fit,2024-03-12 12:30:00,0,0,, ,valid,190.0,3600.0
6047,FITfiles/2024-03-12/Beelink1_20240312_124500_59.fit,2024-03-12 12:45:00,0,0,, ,train,190.0,3600.0
6056,FITfiles/2024-03-12/Beelink1_20240312_130000_59.fit,2024-03-12 13:00:00,0,0,, ,train,190.0,3600.0
6050,FITfiles/2024-03-12/Beelink1_20240312_131500_59.fit,2024-03-12 13:15:00,0,0,, ,test,190.0,3600.0
6042,FITfiles/2024-03-12/Beelink1_20240312_133000_59.fit,2024-03-12 13:30:00,0,0,, ,test,190.0,3600.0
